ZINC01023923; 0.169; CCN(Cc1nc2ccccc2c(=O)[nH]1)CC
ZINC00348721; 0.168; Cc1ccccc1OCc1nc2ccccc2c(=O)n1N
ZINC00314330; 0.168; COc1ccccc1c1nc2ccccc2c(=O)n1N
ZINC75925193; 0.168; COc1c(F)ccc(c1F)C(=O)C(F)(F)F
ZINC39124443; 0.168; CCCCCc1nc2c(O)cccc2c(=O)n1N
ZINC53846162; 0.166; O=c1[nH]c(nc2c1cccc2)c1cccc(c1)C(F)(F)F
ZINC58279191; 0.166; O=C(Nc1nccs1)CSC(F)(F)F
ZINC34765821; 0.166; Nn1cnc2c(c1=O)cc1c(n2)cccc1
ZINC71289370; 0.166; Fc1ccc2c(c1)[nH]c(=S)n(c2=O)N
ZINC75885114; 0.166; FC(c1cc(Cl)n2c(n1)nc(n2)C)(F)F
ZINC45817470; 0.166; Clc1c(O)c2ccccc2nc1C(F)(F)F
ZINC31564823; 0.166; C[C@H]1C[C@@H]1C(=O)Nc1nnc(s1)C(F)(F)F
ZINC39055743; 0.166; COc1cccc(c1N)C(=O)C(F)(F)F
ZINC20344889; 0.166; COc1cc(N)ccc1NC(=O)C(F)(F)F
ZINC03888515; 0.166; COC(=O)[C@H](c1nc2ccccc2c(=O)[nH]1)F
ZINC03888514; 0.166; COC(=O)C(c1nc2ccccc2c(=O)[nH]1)F
ZINC01572237; 0.166; CC(n1c(C)nc2c(c1=O)cccc2)C
ZINC75885002; 0.165; O=C(Nc1cc(F)ccc1F)CC(=O)C(F)(F)F
ZINC75847522; 0.165; NC(=O)c1nnc2n1nc(cc2)C(F)(F)F
ZINC00034335; 0.165; COc1ccc(cc1c1noc(n1)C(F)(F)F)Br
